n/a,Attrition,Age,DistanceFromHome,HourlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,College,Below College,Master,Bachelor,JSMedium,JSHigh,JSLow,Perf_Excellent,Work_Life_Bad,Work_Life_Better,Work_Life_Good,RS_Low,RS_Medium,RS_High,JI_High,JI_Medium,JI_Low,ES_Medium,ES_High,ES_Low
1220,FALSE,36,2,51,3,15,17,2,13,7,6,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1221,FALSE,45,1,74,3,23,25,3,23,15,14,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1222,TRUE,24,22,58,1,11,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1223,TRUE,47,9,82,7,11,25,3,23,5,14,10,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1224,FALSE,26,17,62,1,15,3,3,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1225,FALSE,45,28,48,1,11,21,2,21,6,8,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1226,FALSE,32,10,56,6,13,10,3,5,2,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1227,FALSE,31,2,69,1,14,6,2,5,2,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1228,FALSE,41,4,60,6,19,10,4,3,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1229,FALSE,40,8,92,2,16,18,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1230,FALSE,24,29,91,1,13,6,2,6,2,1,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1231,FALSE,46,13,34,6,14,19,3,10,7,0,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1232,FALSE,35,27,49,2,16,17,3,7,7,0,7,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1233,FALSE,30,16,33,1,12,10,2,10,0,0,8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1234,FALSE,47,2,87,7,11,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1235,FALSE,46,2,74,4,12,13,5,10,6,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1236,TRUE,36,13,96,5,13,16,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1237,TRUE,32,1,34,6,15,10,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1238,FALSE,23,4,51,1,13,3,3,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1239,FALSE,31,24,30,2,20,9,3,5,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1240,FALSE,39,1,77,1,15,9,2,9,8,5,8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1241,FALSE,32,19,80,3,13,10,2,4,3,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1242,FALSE,40,7,88,1,14,21,3,21,8,12,8,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1243,FALSE,45,4,56,4,21,9,2,5,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1244,FALSE,30,2,78,0,16,10,2,9,7,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1245,FALSE,24,10,59,0,14,3,2,2,2,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1246,TRUE,30,8,66,6,11,6,0,4,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1247,FALSE,31,5,51,1,19,6,3,5,2,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1248,FALSE,27,8,67,1,11,6,5,6,2,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1249,TRUE,29,9,52,1,13,2,3,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1250,FALSE,29,1,70,8,12,10,5,3,2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1251,FALSE,30,15,94,2,11,12,2,7,7,1,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1252,FALSE,34,2,97,0,14,6,3,5,0,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1253,FALSE,33,2,62,8,15,13,2,11,7,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1254,FALSE,49,11,80,3,12,8,1,5,1,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1255,TRUE,33,16,74,2,20,11,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1256,FALSE,38,2,75,4,14,9,4,6,1,0,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1257,TRUE,31,16,70,2,13,10,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1258,FALSE,29,4,91,1,13,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1259,FALSE,30,16,58,3,16,10,3,7,0,1,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1260,FALSE,32,5,65,2,14,12,3,7,7,0,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1261,FALSE,38,18,60,3,16,15,2,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1262,TRUE,43,17,38,9,16,6,4,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1263,FALSE,42,12,57,8,22,7,6,5,3,0,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1264,FALSE,55,2,60,8,12,34,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1265,FALSE,33,4,90,5,15,11,2,9,8,1,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1266,FALSE,41,9,94,1,20,5,2,5,3,0,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1267,FALSE,34,10,87,1,14,15,3,15,14,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1268,FALSE,53,1,60,4,20,27,2,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1269,FALSE,43,2,97,0,13,10,5,9,7,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1270,FALSE,34,3,32,5,12,6,3,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1271,TRUE,21,7,31,1,13,1,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1272,FALSE,38,6,40,1,11,5,3,5,4,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1273,TRUE,22,8,79,1,17,1,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1274,FALSE,31,29,91,1,14,13,3,12,7,5,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1275,FALSE,51,3,53,2,11,15,2,2,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1276,FALSE,37,9,46,1,14,5,2,5,2,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1277,FALSE,46,2,46,7,17,24,3,2,1,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1278,FALSE,36,10,90,7,13,15,1,12,8,5,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1279,TRUE,44,1,99,1,12,6,2,5,3,2,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1280,FALSE,37,8,89,2,13,19,4,10,0,4,7,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1281,TRUE,35,27,84,1,18,10,2,10,7,7,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1282,FALSE,33,8,90,6,19,14,1,10,8,7,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1283,FALSE,28,1,82,1,11,5,6,5,3,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1284,FALSE,39,10,65,7,21,9,3,4,3,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1285,FALSE,46,26,98,8,15,6,3,2,2,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1286,FALSE,40,2,99,4,17,7,5,4,3,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1287,FALSE,42,13,95,5,18,10,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1288,FALSE,35,2,90,2,14,15,6,7,7,1,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1289,FALSE,38,2,100,5,13,13,3,11,10,3,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1290,TRUE,34,9,93,4,17,11,3,7,1,0,7,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1291,TRUE,37,10,58,1,15,10,4,10,3,0,8,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1292,FALSE,39,20,83,2,18,7,6,2,1,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1293,FALSE,43,9,52,4,13,7,2,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1294,FALSE,41,5,85,3,12,11,3,3,2,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1295,FALSE,41,4,81,0,13,23,3,22,14,13,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1296,FALSE,30,10,64,9,14,9,3,7,7,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1297,TRUE,26,20,69,0,11,6,3,5,1,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
